"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-06","9.17",",,W",,,"0.73",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","40",",,W",,,"   60",",,W","   70",",,W","21.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-07","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","40",",,W",,,"  290",",,W","  290",",,W","17.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-08","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","40",",,W",,,"  310",",,W","  300",",,W","17.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-09","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","45",",,W",,,"  240",",,W","  240",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-10","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","53",",,W",,,"  160",",,W","  230",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-11","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","61",",,W",,,"  260",",,W","  240",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-12","2.91",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","58",",,W",,,"   40",",,W","  300",",,W","10.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-13","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","48",",,W",,,"  350",",,W","  310",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-14","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","48",",,W",,,"  180",",,W","  180",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-15","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","51",",,W",,,"  180",",,W","  240",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-16","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"87",",,W","59",",,W",,,"  310",",,W","  310",",,W","21.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-17","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","58",",,W",,,"  360",",,W","  340",",,W","14.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-18","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","47",",,W",,,"  170",",,W","  170",",,W","15.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-19","5.59",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"54",",,W","45",",,W",,,"  180",",,W","  160",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-20","4.03",",,W",,,"0.17",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","50",",,W",,,"  140",",,W","  150",",,W","13.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-21","7.38",",,W",,,"0.29",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","48",",,W",,,"   70",",,W","   50",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-22","3.58",",,W",,,"0.11",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","49",",,W",,,"   20",",,W","  310",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-23","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","46",",,W",,,"  160",",,W","   20",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-24","3.58",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","48",",,W",,,"   60",",,W","   60",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-25","13.20",",,W",,,"0.91",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"54",",,W","49",",,W",,,"   70",",,W","   60",",,W","25.1",",,W","38.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-26","4.92",",,W",,,"0.34",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","53",",,W",,,"   70",",,W","   60",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-27","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","57",",,W",,,"  160",",,W","  160",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-28","3.13",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","58",",,W",,,"  210",",,W","  190",",,W","12.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-29","5.14",",,W",,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","64",",,W",,,"  280",",,W","  290",",,W","23.0",",,W","36.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-04-30","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","52",",,W",,,"   80",",,W","  150",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-01","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","49",",,W",,,"  180",",,W","  180",",,W","12.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-02","7.83",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","62",",,W",,,"  270",",,W","  240",",,W","19.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-03","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","51",",,W",,,"  310",",,W","  310",",,W","18.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-04","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","47",",,W",,,"  170",",,W","  160",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-05","6.49",",,W",,,"3.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"59",",,W","51",",,W",,,"   70",",,W","   50",",,W","16.1",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-06","6.04",",,W",,,"0.18",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","52",",,W",,,"  180",",,W","  170",",,W","15.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-07","5.59",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","47",",,W",,,"  280",",,W","  270",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-08","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","44",",,W",,,"  290",",,W","  290",",,W","15.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-09","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","47",",,W",,,"   50",",,W","   60",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-10","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","49",",,W",,,"  330",",,W",,,"6.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-11","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","51",",,W",,,"  170",",,W",,,"6.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-12","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","48",",,W",,,"   80",",,W","  160",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-13","7.61",",,W",,,"1.61",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","45",",,W",,,"   50",",,W","   50",",,W","18.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-14","5.37",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","46",",,W",,,"  310",",,W","  290",",,W","15.0",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-15","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","53",",,W",,,"  300",",,W","  310",",,W","18.1",",,W","34.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-16","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","56",",,W",,,"  300",",,W","  290",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-17","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"90",",,W","65",",,W",,,"  250",",,W","  240",",,W","12.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-18","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"92",",,W","75",",,W",,,"  250",",,W","  200",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-19","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"91",",,W","66",",,W",,,"   40",",,W","   40",",,W","16.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-20","4.03",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","55",",,W",,,"   60",",,W","   60",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-21","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"69",",,W","52",",,W",,,"  170",",,W","  170",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-22","2.68",",,W",,,"0.59",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"61",",,W","53",",,W",,,"  140",",,W","  140",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-23","2.24",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"69",",,W","56",",,W",,,"   20",",,W","   20",",,W","10.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-24","4.92",",,W",,,"0.04",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"69",",,W","56",",,W",,,"   60",",,W","   80",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-25","8.05",",,W",,,"0.58",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"59",",,W","56",",,W",,,"   50",",,W","   80",",,W","16.1",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-26","4.92",",,W",,,"0.10",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","56",",,W",,,"  290",",,W","  270",",,W","16.1",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-27","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","59",",,W",,,"  120",",,W","  290",",,W","8.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-28","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","58",",,W",,,"  160",",,W","  170",",,W","12.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-29","5.14",",,W",,,"0.13",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"61",",,W","56",",,W",,,"   60",",,W","   80",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-30","2.68",",,W",,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","55",",,W",,,"  160",",,W","  150",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-05-31","2.46",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","58",",,W",,,"   60",",,W","   50",",,W","12.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-01","3.80",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","59",",,W",,,"  280",",,W","  270",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-02","4.47",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","57",",,W",,,"  280",",,W","  260",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-03","3.58",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","55",",,W",,,"  300",",,W","  320",",,W","13.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-04","2.24",",,W",,,"0.09",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","56",",,W",,,"  180",",,W","  150",",,W","8.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-05","4.92",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","58",",,W",,,"   70",",,W","   60",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-06","7.16",",,W",,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"58",",,W","52",",,W",,,"   80",",,W","   80",",,W","13.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-07","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","51",",,W",,,"   50",",,W","   60",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-08","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"69",",,W","55",",,W",,,"  160",",,W","  140",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-09","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"80",",,W","53",",,W",,,"  280",",,W","  300",",,W","13.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-10","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","66",",,W",,,"  250",",,W","  260",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-11","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"90",",,W","72",",,W",,,"  270",",,W","  270",",,W","14.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-12","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"93",",,W","76",",,W",,,"  270",",,W","  260",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-13","3.13",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"94",",,W","77",",,W",,,"  250",",,W","  250",",,W","10.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-14","4.70",",,W",,,"0.29",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","69",",,W",,,"   50",",,W","   50",",,W","13.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-15","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","64",",,W",,,"  170",",,W","  160",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-16","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","63",",,W",,,"  120",",,W","  120",",,W","10.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-17","2.24",",,W",,,"1.39",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","66",",,W",,,"  170",",,W","  140",",,W","6.9",",,W","11.0",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-18","3.58",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","70",",,W",,,"  180",",,W","  170",",,W","10.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-19","3.80",",,W",,,"1.35",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","70",",,W",,,"  250",",,W","  290",",,W","13.0",",,W","34.0",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-20","5.14",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","71",",,W",,,"  290",",,W","  250",",,W","15.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-21","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","71",",,W",,,"  270",",,W","  270",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-22","2.24",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","68",",,W",,,"  240",",,W","  180",",,W","8.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-23","4.92",",,W",,,"0.04",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"83",",,W","76",",,W",,,"  240",",,W","  270",",,W","15.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2017-06-24","5.37",",,W",,,"1.29",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"84",",,W","71",",,W",,,"  290",",,W","  280",",,W","17.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
